Catalyst_type,Surface area,Pore Volume,Catalyst_loading (g/L),Light_intensity (W),time (min),solution_pH,HA (mg/L),Anions,Ci (mg/L),Cf (mg/L),Efficiency (%)
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,5.45,0,without Anion,80,70.94,11.325
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,5.45,0,without Anion,80,69.33,13.3375
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,5.45,0,without Anion,80,67.59,15.5125
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,5.45,0,without Anion,80,65.82,17.725
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,5.45,0,without Anion,80,64.19,19.7625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,5.45,0,without Anion,80,80,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,5.45,0,without Anion,80,77.95,2.5625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,5.45,0,without Anion,80,76.17,4.7875
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,5.45,0,without Anion,80,74.49,6.8875
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,5.45,0,without Anion,80,72.78,9.025
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,5.45,0,without Anion,80,71.01,11.2375
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,5.45,0,without Anion,80,69.4,13.25
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,5.45,0,without Anion,80,67.66,15.425
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,5.45,0,without Anion,80,65.89,17.6375
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,5.45,0,without Anion,80,64.26,19.675
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,5.45,0,without Anion,80,80,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,5.45,0,without Anion,80,77.9,2.625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,5.45,0,without Anion,80,76.11,4.8625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,5.45,0,without Anion,80,74.43,6.9625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,5.45,0,without Anion,80,72.75,9.0625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,5.45,0,without Anion,80,70.99,11.2625
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,5.45,0,without Anion,80,69.37,13.2875
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,5.45,0,without Anion,80,67.62,15.475
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,5.45,0,without Anion,80,65.85,17.6875
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,5.45,0,without Anion,80,64.22,19.725
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,3,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,3,0,without Anion,5,4.58,8.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,3,0,without Anion,5,4.13,17.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,3,0,without Anion,5,3.77,24.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,3,0,without Anion,5,3.32,33.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,3,0,without Anion,5,2.89,42.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,3,0,without Anion,5,2.44,51.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,3,0,without Anion,5,2.01,59.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,3,0,without Anion,5,1.57,68.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,3,0,without Anion,5,0.93,81.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,3,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,3,0,without Anion,5,4.52,9.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,3,0,without Anion,5,4.06,18.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,3,0,without Anion,5,3.71,25.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,3,0,without Anion,5,3.25,35
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,3,0,without Anion,5,2.81,43.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,3,0,without Anion,5,2.37,52.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,3,0,without Anion,5,1.94,61.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,3,0,without Anion,5,1.5,70
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,3,0,without Anion,5,0.87,82.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,3,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,3,0,without Anion,5,4.55,9
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,3,0,without Anion,5,4.1,18
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,3,0,without Anion,5,3.72,25.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,3,0,without Anion,5,3.3,34
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,3,0,without Anion,5,2.83,43.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,3,0,without Anion,5,2.4,52
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,3,0,without Anion,5,1.97,60.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,3,0,without Anion,5,1.51,69.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,3,0,without Anion,5,0.9,82
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,5,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,5,0,without Anion,5,4.39,12.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,5,0,without Anion,5,3.36,32.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,5,0,without Anion,5,2.55,49
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,5,0,without Anion,5,1.68,66.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,5,0,without Anion,5,1.03,79.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,5,0,without Anion,5,0.68,86.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,5,0,without Anion,5,0.11,97.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,5,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,5,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,5,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,5,0,without Anion,5,4.45,11
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,5,0,without Anion,5,3.42,31.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,5,0,without Anion,5,2.61,47.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,5,0,without Anion,5,1.73,65.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,5,0,without Anion,5,1.08,78.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,5,0,without Anion,5,0.75,85
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,5,0,without Anion,5,0.18,96.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,5,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,5,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,5,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,5,0,without Anion,5,4.41,11.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,5,0,without Anion,5,3.38,32.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,5,0,without Anion,5,2.58,48.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,5,0,without Anion,5,1.7,66
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,5,0,without Anion,5,1.05,79
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,5,0,without Anion,5,0.7,86
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,5,0,without Anion,5,0.15,97
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,5,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,5,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,without Anion,5,4,20
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,without Anion,5,2.38,52.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,without Anion,5,1.47,70.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,without Anion,5,0.72,85.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,without Anion,5,0.02,99.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,without Anion,5,3.95,21
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,without Anion,5,2.41,51.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,without Anion,5,1.55,69
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,without Anion,5,0.85,83
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,without Anion,5,0.08,98.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,without Anion,5,4.02,19.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,without Anion,5,2.44,51.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,without Anion,5,1.5,70
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,without Anion,5,0.8,84
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,without Anion,5,0.04,99.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,9,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,9,0,without Anion,5,4.59,8.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,9,0,without Anion,5,4.01,19.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,9,0,without Anion,5,3.47,30.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,9,0,without Anion,5,2.84,43.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,9,0,without Anion,5,2.11,57.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,9,0,without Anion,5,1.66,66.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,9,0,without Anion,5,1.01,79.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,9,0,without Anion,5,0.54,89.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,9,0,without Anion,5,0.11,97.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,9,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,9,0,without Anion,5,4.64,7.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,9,0,without Anion,5,4.09,18.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,9,0,without Anion,5,3.55,29
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,9,0,without Anion,5,2.89,42.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,9,0,without Anion,5,2.18,56.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,9,0,without Anion,5,1.73,65.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,9,0,without Anion,5,1.07,78.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,9,0,without Anion,5,0.61,87.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,9,0,without Anion,5,0.19,96.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,9,0,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,9,0,without Anion,5,4.6,8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,9,0,without Anion,5,4.07,18.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,9,0,without Anion,5,3.5,30
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,9,0,without Anion,5,2.9,42
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,9,0,without Anion,5,2.15,57
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,9,0,without Anion,5,1.7,66
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,9,0,without Anion,5,1.03,79.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,9,0,without Anion,5,0.58,88.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,9,0,without Anion,5,0.15,97
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,2,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,2,without Anion,5,4.26,14.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,2,without Anion,5,2.98,40.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,2,without Anion,5,2.22,55.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,2,without Anion,5,1.44,71.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,2,without Anion,5,0.75,85
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,2,without Anion,5,0.22,95.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,2,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,2,without Anion,5,4.31,13.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,2,without Anion,5,3.03,39.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,2,without Anion,5,2.28,54.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,2,without Anion,5,1.51,69.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,2,without Anion,5,0.82,83.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,2,without Anion,5,0.29,94.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,2,without Anion,5,0.02,99.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,2,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,2,without Anion,5,4.33,13.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,2,without Anion,5,3.06,38.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,2,without Anion,5,2.31,53.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,2,without Anion,5,1.55,69
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,2,without Anion,5,0.85,83
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,2,without Anion,5,0.35,93
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,2,without Anion,5,0.03,99.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,2,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,5,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,5,without Anion,5,4.41,11.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,5,without Anion,5,3.24,35.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,5,without Anion,5,2.55,49
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,5,without Anion,5,1.73,65.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,5,without Anion,5,1.01,79.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,5,without Anion,5,0.57,88.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,5,without Anion,5,0.11,97.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,5,without Anion,5,0.1,98
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,5,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,5,without Anion,5,4.47,10.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,5,without Anion,5,3.29,34.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,5,without Anion,5,2.61,47.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,5,without Anion,5,1.76,64.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,5,without Anion,5,1.08,78.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,5,without Anion,5,0.64,87.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,5,without Anion,5,0.14,97.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,5,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,5,without Anion,5,4.43,11.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,5,without Anion,5,3.2,36
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,5,without Anion,5,2.51,49.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,5,without Anion,5,1.69,66.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,5,without Anion,5,0.99,80.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,5,without Anion,5,0.52,89.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,5,without Anion,5,0.04,99.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,5,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,7,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,7,without Anion,5,4.77,4.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,7,without Anion,5,3.98,20.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,7,without Anion,5,3.14,37.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,7,without Anion,5,2.46,50.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,7,without Anion,5,1.72,65.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,7,without Anion,5,1.21,75.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,7,without Anion,5,0.84,83.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,7,without Anion,5,0.42,91.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,7,without Anion,5,0.05,99
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,7,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,7,without Anion,5,4.8,4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,7,without Anion,5,4.05,19
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,7,without Anion,5,3.21,35.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,7,without Anion,5,2.52,49.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,7,without Anion,5,1.81,63.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,7,without Anion,5,1.27,74.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,7,without Anion,5,0.91,81.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,7,without Anion,5,0.49,90.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,7,without Anion,5,0.1,98
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,7,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,7,without Anion,5,4.75,5
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,7,without Anion,5,3.95,21
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,7,without Anion,5,3.08,38.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,7,without Anion,5,2.42,51.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,7,without Anion,5,1.68,66.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,7,without Anion,5,1.18,76.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,7,without Anion,5,0.79,84.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,7,without Anion,5,0.39,92.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,7,without Anion,5,0,100
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,10,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,10,without Anion,5,4.92,1.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,10,without Anion,5,4.34,13.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,10,without Anion,5,3.72,25.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,10,without Anion,5,3.26,34.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,10,without Anion,5,2.81,43.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,10,without Anion,5,2.19,56.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,10,without Anion,5,1.67,66.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,10,without Anion,5,1.05,79
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,10,without Anion,5,0.47,90.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,10,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,10,without Anion,5,4.89,2.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,10,without Anion,5,4.29,14.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,10,without Anion,5,3.68,26.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,10,without Anion,5,3.2,36
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,10,without Anion,5,2.75,45
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,10,without Anion,5,2.13,57.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,10,without Anion,5,1.6,68
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,10,without Anion,5,0.99,80.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,10,without Anion,5,0.42,91.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,10,without Anion,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,10,without Anion,5,4.85,3
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,10,without Anion,5,4.31,13.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,10,without Anion,5,3.66,26.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,10,without Anion,5,3.23,35.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,10,without Anion,5,2.77,44.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,10,without Anion,5,2.16,56.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,10,without Anion,5,1.62,67.6
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,10,without Anion,5,1.01,79.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,10,without Anion,5,0.45,91
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCl,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCl,5,4.56,8.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCl,5,4.21,15.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCl,5,3.88,22.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCl,5,3.5,30
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCl,5,3.14,37.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCl,5,2.8,44
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCl,5,2.48,50.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCl,5,2.15,57
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCl,5,1.89,62.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCl,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCl,5,4.53,9.4
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCl,5,4.24,15.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCl,5,3.86,22.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,120,7,0,NaCl,5,3.46,30.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,150,7,0,NaCl,5,3.11,37.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,180,7,0,NaCl,5,2.76,44.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,210,7,0,NaCl,5,2.45,51
2 wt% Pd-BFO,22.9,0.0046,1.5,105,240,7,0,NaCl,5,2.11,57.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,270,7,0,NaCl,5,1.86,62.8
2 wt% Pd-BFO,22.9,0.0046,1.5,105,0,7,0,NaCl,5,5,0
2 wt% Pd-BFO,22.9,0.0046,1.5,105,30,7,0,NaCl,5,4.5,10
2 wt% Pd-BFO,22.9,0.0046,1.5,105,60,7,0,NaCl,5,4.19,16.2
2 wt% Pd-BFO,22.9,0.0046,1.5,105,90,7,0,NaCl,5,3.82,23.6
